"refid","field1","field2","field3","field4","field5","field6","field7","field8","field9","field10","field11","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21","field22","field23","field24","field25","field26","field27","field28","field29","field30","field31","field32","field33","field34","field35","field36","field37","field38","field39","field40","field41"
463,,,,2004,"nov 27: hotspot visible in sydney east and illawarra region, no vis smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2004332/crefl2_143.A2004332033501-2004332034001.500m.jpg",,
647,,,"Price, Owen",2000,"464 Ha Bantry Bay fire starts in Warringah, North Sydney",,"Owen price",,,,,,,,,,,,"Bushfire",,,,,,,,,"government",,,,"Bantry Bay",,,,,,,,,
648,,,"Price, Owen",2001,"88000 Ha Martindale Fire starts near Cessnock, 70 km from Newcastle",,"Owen Price",,,,,,,,,,,,"Bushfire",,,,,,,,,"government",,,,"Cessnock",,,,,,,,,
649,,,"Price, Owen",2001,"Many large fires around sydney started 24th December and burnt until Bushfire emergency rescinded 22nd Jan 2002",,"Owen Price",,,,,,,,,,,,"Bushfires",,,,,,,,,"government",,,,"Widespread around Sydney",,,,,,,,,
650,,,"Price, Owen",2002,"87000 ha fire starts about 60 km W from Newcastle. Burnt until 21st December",,"Owen Price",,,,,,,,,,,,"Bushfire",,,,,,,,,"government",,,,"West of Newcastle",,,,,,,,,
394,,,,2005,"DEC 17: Two hotspots in east sydney, no visible smoke, but large enough, probable bushfire",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005351/crefl1_143.A2005351000500-2005351000959.500m.jpg",,
758,,,,2002,"dec 3: Hard to say about the 3rd.  There is definitely a source in QL that could be dust or grassland fire, and it is creating a lot of aerosol.  There also seems to be a fire in Victoria, which is the source of the smoke on the following day.  I would call it I would call it mixed, probably.",,"TOMS",,,,,,,,,,,,,,,,,,,,,"toms","sarah henderson assessment 9/2/2010",,,,,,,,,,,,
189,,,"Milliken, Robert",1994,"jan 14: Australian fires killed entire koala colonies",,"the independent",,,,,,,,,,,,,,,,,,,,,"media",,,,,,,,,,,"http://www.independent.co.uk/news/world/australian-fires-killed-entire-koala-colonies-1406943.html",,
654,,,"Price, Owen",2002,"7000 ha fire starts in Blackheath, Blue Mountains. Burns until 17th Feb 2003",,"Owen Price",,,,,,,,,,,,"Bushfire",,,,,,,,,"government",,,,,,,,,,,,,
655,,,"Price, Owen",2002,"9000 ha fire starts on Sydneys SW outskirts (Heathcote NP).",,"Owen Price",,,,,,,,,,,,"Bushfire",,,,,,,,,"government",,,,"SW Sydney",,,,,,,,,
425,,,,2003,"jan 21: EPA warns of dangers of Sydney smoke levels",,"abc news online",,,,,,,,,,,,,,,,,,,,,"media","The Environment Protection Authority (EPA) says bushfire smoke across suburban Sydney has lead to air pollution levels at more than double the level considered high.

The EPS's atmospheric science director Chris Eiser says smoke in the Sydney basin from bushfires in the Gosford region, lead to levels way above the high index of 50.

""Our indexes peaked around 130 in eastern Sydney and is slowly climbing in the west to about 115,"" he said. 

""We believe the main culprit is the fires around Kariong and Gosford coming down the coast and into the inland, giving us high smoke levels this morning, as everyone saw, and that's working its way to the north-west; and we expect the high readings to persist for the rest of the afternoon.""",,,,,,,,,,"http://www.abc.net.au/news/newsitems/200301/s767242.htm",,
203,,,,2005,"NSW: Firefighters battle central coast blaze dec 25",,"aap general news",,,,,,,,,,,,,,,,,,,,,"media","Christmas has passed with New South Wales relatively unscathed by bushfires .. despite 
nervous moments today when a blaze threatened properties on the state's central coast. 

A fire came close to about 50 homes at Chittaway Point this afternoon .. but firefighters 
say it's now almost under control and no longer poses a threat to lives or property",,,,,,,,,,"http://www.highbeam.com/doc/1P1-116732711.html",,
207,,,,2002,"Bushfire smog shrouds Sydney nov 8",,"bbc news",,,,,,,,,,,,,,,,,,,,,"media","Australia's largest city, Sydney, is blanketed in smog as more than 90 bushfires blaze across the state of New South Wales, intensified by the country's worst drought in decades. 
Phil Koperberg, head of the state's rural fire service, said 32 of the fires were out of control and firefighters were exhausted. 

The slightest breeze is now causing fires to breach containment lines 
 
Phil Koperberg  

""We've been fighting the same fires in many parts of the state for many weeks with conventional containment strategies failing time and time again because the bush and the forest is so dry,"" he told Australian television's Channel Seven. 

Conditions are not expected to improve. Weather forecasters have predicted that this weekend will be hot, dry and windy. 

""Even the slightest breeze, which under normal conditions wouldn't concern us, is now causing fires to breach those containment lines and once having done so they are burning with great velocity and are difficult to suppress,"" Mr Koperberg said.",,,,,,,,,,"http://news.bbc.co.uk/2/hi/asia-pacific/2419525.stm",,
396,,,,2002,"July 9: NSW: Bushfire threatens homes in western Sydney",,"aap",,,,,,,,,,,,,,,,,,,,,"media","NSW: Bushfire threatens homes in western Sydney 

SYDNEY, July 9 AAP - A bushfire in western Sydney is surging towards a number of properties after jumping a road and blocking traffic, firefighters said today. 

NSW Fire Brigades spokesman Ian Krimmer said the fire at Cranebrook, near Penrith, had burnt across the Northern Road towards buildings. 

""We have the potential of a ...",,,,,,,,,,"http://www.highbeam.com/doc/1P1-54224378.html",,
208,,,,1994,"Australia dust storm ""a disaster"" nsw may 27",,"The Deseret News",,,,,,,,,,,,,,,,,,,,,"media","Sydney, Australia (AP)- A huge dust storm across southeastern Australia this week blew as many as 30 million tons of farm soil out to sea and blanketed Sydney and other cities in a thick brown haze. Environmentalists and farmers described the storms as a disaster.  ""it's not clouds of dust but dollar notes that are being blown out to sea,: said Winsome McCaughey of Greening Australia, a group which blames the cutting down of trees for Australia's massive soil erosion problem.  The storm was about 500 miles, 125 miles long and a mile deep at its height-- enough to fill 600,000 dump trucks.  It started in dry farmland and outback desert in SA state Tuesday and reached gust of more than 60mph before it blew into the Tasman Sea Friday.",,,,,,,,,,"http://news.google.com/newspapers?id=ML0RAAAAIBAJ&sjid=kOwDAAAAIBAJ&pg=4935,5263412&dq=sydney+dust+storm",,
386,,,"Washbourne, Michael",2007,"nov 23: Bushfire flares in Yellalonga Regional Park",,"news.com.au",,,,,,,,,,,,,,,,,,,,,"media","SPOT fires have re-ignited in Yellagonga Regional Park in Perth's north-eastern suburbs, sparked by temperatures which have soared to the mid-30s.

Firefighters are at the scene and are working to contain the fire. No properties are under threat at this stage. 

Crews were forced to control a bushfire in the park on Tuesday afternoon. 

A 12-hectare fire is also burning in bushland near Banjup in Perth’s southern suburbs. 

It started as a result of a tractor fire, which later came into contact with a fuel drum.",,,,,,,,,,"http://www.news.com.au/perthnow/story/0,21598,22808839-2761,00.html",,
205,,,,2005,"dec 24 NSW: 35 fires burn across nsw",,"aap general news",,,,,,,,,,,,,,,,,,,,,"media","Firefighters across New South Wales are monitoring 35 fires .. with brigades in the 
Hunter on high alert as a southerly change brings dry lightning strikes. 

The firefighters are battling fires in Singleton .. Dungog .. Cessnock and Port Stephens 
.. with temperatures in the low 40's combining with strong winds to create dangerous conditions. 

About 500 firefighters and 32 aircraft are ...",,,,,,,,,,"http://www.highbeam.com/doc/1P1-116720215.html",,
397,,,,2005,"Dec 23: single hs vis in syd, possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,"NOTE changed to bushfire after consult other refs",,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005357/crefl2_143.A2005357034001-2005357034500.500m.jpg",,
658,,,"Price, Owen",2003,"Several 100 ha Prescribed Burns in Kurringai NP, N of Sydney. Not likely to be responsible esp for W Sydney",,"Owen Price",,,,,,,,,,,,"Prescribed Burn",,,,,,,,,"government",,,,"Kur-an-gai NP",,,,,,,,,
210,,,"Miliken, Robert",1997,"Environment: Fires expose Australia's dirty record",,"the independent",,,,,,,,,,,,,,,,,,,,,"media","Bushfires are racing across south-eastern Australia, threatening towns and suburbs. Robert Milliken in Sydney says the fires are also fuelling criticism of Australia's stand on global warming, which has left it isolated at the Kyoto conference on climate change.

After three days of fearsome fires, which have taken the lives of two fire-fighters, invaded the suburbs of southern Sydney and left more than 600,000 acres devastated, the authorities are preparing for a red alert today. The worst fires were blazing near Coonabarabran, in north-west New South Wales, the Hunter Valley, north of Sydney, and Lithgow, west of Sydney.

But many are asking if Australia is not getting a foretaste of more natural disasters, unless it changes its policy and helps to cut the emission of the greenhouse gases that contribute to global warming.

Fighting and surviving fires is embedded into the Australian psyche. But there is little doubt that Australia is experiencing such tragedies with growing regularity. Few people this year were prepared for a return of fires so soon after the last conflagrations in 1994, when the suburbs in bushland valleys close to the centre of Sydney went up in flames.

The last widespread fires before that were those of ""Ash Wednesday"" in 1983, when 76 people died in the states of Victoria and South Australia; in 1967, when 62 died in Tasmania and on ""Black Friday"" in 1937, which took 71 lives in Victoria.

This year, the fires began even before the official start of the Australian summer in December, getting under way last week during some of the hottest and driest November weather on record.",,,,,,,,,,"http://www.independent.co.uk/news/environment-fires-expose-australias-dirty-record-1286873.html",,
659,,,"Price, Owen",2004,"1500 ha Ellis Trig fire starts 8th Dec in Kuringai NP on Sydneys N outskirts. Burns until 16th Dec",,"Owen Price",,,,,,,,,,,,"Bushfire",,,,,,,,,"government",,,,"Kur-an-gai NP",,,,,,,,,
661,,,"Price, Owen",2006,"76000 ha Wollemi complex of fires start 13th. Burned until December 9th.  Plus 15000 Lawson Long Alley fire starts in the Blue Mountains. Burns until 3rd Jan 2007",,"Owen Price",,,,,,,,,,,,"Bushfire",,,,,,,,,"government",,,,"Wollemi, blue mountains",,,,,,,,,
212,,,,1997,"nsw fire dec 11",,"L.A. Times archives",,,,,,,,,,,,,,,,,,,,,"media","Huge brush fires erupted across southeastern Austrlia as an early summer heat wave scorched the state of New South Wales. Lightning strikes and high winds in the suburbs of Sydney sparked several fires that engulfed nearly 40 homes. A huge cloud of smoke generated by the blazes sent air pollution levels off the scale thoughtout the metropolitan area",,,,,,,,,,"http://pqasb.pqarchiver.com/latimes/access/23689545.html?dids=23689545:23689545&FMT=ABS&FMTS=ABS:FT&type=current&date=Dec+11%2C+1997&author=&pub=Los+Angeles+Times&desc=Science+File+%2F+An+exploration+of+issues+and+trends+affecting+science%2C+medicine+and+the+environment.%3B+Wildfires&pqatl=google",,
398,,,,2002,"Sep 3: Residents evacuated after blaze NSW",,"Asia Africa Intelligence Wire|",,,,,,,,,,,,,,,,,,,,,"media","SYDNEY, Sept 3 AAP - Over 100 residents were evacuated from their homes after a fire broke out in a carpark under a block of units in western Sydney overnight. NSW Fire Brigade superintendent Ian Krimmer said 30 fighters took an hour to put out the blaze in Good ...",,,,,,,,,,"http://www.accessmylibrary.com/coms2/summary_0286-26495390_ITM",,
213,,,"Labi, Sharon",2000,"NSW: Homes saved as Bushfire rages inwestern Sydney feb 11",,"aap general news",,,,,,,,,,,,,,,,,,,,,"media",,,,,,,,,,,,,
401,,,,2002,"ssep 14: NSW: Smoke shrouding Sydney caused by weather.",,"Asia Africa Intelligence Wire|",,,,,,,,,,,,,,,,,,,,,"media","SYDNEY, Sept 14 AAP - Unusual weather conditions caused a thick layer of smoke to shroud Sydney this morning. Rural Fire Service spokesman John Winter said no fires of concern were burning, but strong temperature inversions had caused smoke from earlier burn-offs to become trapped in the Sydney basin. A Bureau of Meteorology spokesman said temperature inversions were caused when high, cool air warmed up again. ""When you go up into the air the temperature cools down, but if there is a strong temperature inversion it will decrease a bit and then go up again,"" he said. ...",,,,,,,,,,"http://www.accessmylibrary.com/coms2/summary_0286-25988846_ITM",,
